planned_run_cell_id,ablation_id,condition_id,dataset_id,budget_id,role_id,branch_slot,resolved_branch_rule,model_repeat_index,aux_repeat_index,seed_id,seed_purpose,comparison_reference,notebook_stage,gate,terminal_required,analysis_outputs_required
P02-A4-Lee2019_MI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER01,A4,A4-C5-MODEL-PROB-AVG,Lee2019_MI,FULL_TRAIN,FIXED_MODEL_ENSEMBLE,PRE_RESULT_ROLE_MEMBERSHIP,P02-A4-REPRESENTATIVE-SELECTION-R3 + deterministic ensemble pairing; index >= R -> explicit NOT_APPLICABLE_REPEAT_SLOT,1,0,945450361,MODEL_INIT,MATCHED_STRONGEST_VALIDATION_SELECTED_CONSTITUENT_AND_CORE,18,G18,True,True
P02-A4-Lee2019_MI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER02,A4,A4-C4-MODEL-HARD-VOTE,Lee2019_MI,FULL_TRAIN,FIXED_MODEL_ENSEMBLE,PRE_RESULT_ROLE_MEMBERSHIP,P02-A4-REPRESENTATIVE-SELECTION-R3 + deterministic ensemble pairing; index >= R -> explicit NOT_APPLICABLE_REPEAT_SLOT,2,0,1070181985,MODEL_INIT,MATCHED_STRONGEST_VALIDATION_SELECTED_CONSTITUENT_AND_CORE,18,G18,True,True
P02-A4-Lee2019_MI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER02,A4,A4-C5-MODEL-PROB-AVG,Lee2019_MI,FULL_TRAIN,FIXED_MODEL_ENSEMBLE,PRE_RESULT_ROLE_MEMBERSHIP,P02-A4-REPRESENTATIVE-SELECTION-R3 + deterministic ensemble pairing; index >= R -> explicit NOT_APPLICABLE_REPEAT_SLOT,2,0,1070181985,MODEL_INIT,MATCHED_STRONGEST_VALIDATION_SELECTED_CONSTITUENT_AND_CORE,18,G18,True,True
P02-A4-Lee2019_MI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER03,A4,A4-C4-MODEL-HARD-VOTE,Lee2019_MI,FULL_TRAIN,FIXED_MODEL_ENSEMBLE,PRE_RESULT_ROLE_MEMBERSHIP,P02-A4-REPRESENTATIVE-SELECTION-R3 + deterministic ensemble pairing; index >= R -> explicit NOT_APPLICABLE_REPEAT_SLOT,3,0,1086742482,MODEL_INIT,MATCHED_STRONGEST_VALIDATION_SELECTED_CONSTITUENT_AND_CORE,18,G18,True,True
P02-A4-Lee2019_MI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER03,A4,A4-C5-MODEL-PROB-AVG,Lee2019_MI,FULL_TRAIN,FIXED_MODEL_ENSEMBLE,PRE_RESULT_ROLE_MEMBERSHIP,P02-A4-REPRESENTATIVE-SELECTION-R3 + deterministic ensemble pairing; index >= R -> explicit NOT_APPLICABLE_REPEAT_SLOT,3,0,1086742482,MODEL_INIT,MATCHED_STRONGEST_VALIDATION_SELECTED_CONSTITUENT_AND_CORE,18,G18,True,True
P02-A4-Lee2019_MI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER04,A4,A4-C4-MODEL-HARD-VOTE,Lee2019_MI,FULL_TRAIN,FIXED_MODEL_ENSEMBLE,PRE_RESULT_ROLE_MEMBERSHIP,P02-A4-REPRESENTATIVE-SELECTION-R3 + deterministic ensemble pairing; index >= R -> explicit NOT_APPLICABLE_REPEAT_SLOT,4,0,1442873495,MODEL_INIT,MATCHED_STRONGEST_VALIDATION_SELECTED_CONSTITUENT_AND_CORE,18,G18,True,True
P02-A4-Lee2019_MI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER04,A4,A4-C5-MODEL-PROB-AVG,Lee2019_MI,FULL_TRAIN,FIXED_MODEL_ENSEMBLE,PRE_RESULT_ROLE_MEMBERSHIP,P02-A4-REPRESENTATIVE-SELECTION-R3 + deterministic ensemble pairing; index >= R -> explicit NOT_APPLICABLE_REPEAT_SLOT,4,0,1442873495,MODEL_INIT,MATCHED_STRONGEST_VALIDATION_SELECTED_CONSTITUENT_AND_CORE,18,G18,True,True
P02-A4-Lee2019_MI-CLASSICAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C0-CORE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,CLASSICAL,CLASSICAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,939967125,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C1-LONG-3P5S,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,CLASSICAL,CLASSICAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,939967125,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C2-MULTI-HARD-VOTE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,CLASSICAL,CLASSICAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,939967125,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C3-MULTI-PROB-AVG,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,CLASSICAL,CLASSICAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,939967125,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C0-CORE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,RIEMANNIAN,RIEMANNIAN_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1775465902,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C1-LONG-3P5S,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,RIEMANNIAN,RIEMANNIAN_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1775465902,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C2-MULTI-HARD-VOTE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,RIEMANNIAN,RIEMANNIAN_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1775465902,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C3-MULTI-PROB-AVG,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,RIEMANNIAN,RIEMANNIAN_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1775465902,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C0-CORE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1634985082,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C1-LONG-3P5S,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1634985082,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C2-MULTI-HARD-VOTE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1634985082,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C3-MULTI-PROB-AVG,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1634985082,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,A4,A4-C0-CORE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,1,0,317172434,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,A4,A4-C1-LONG-3P5S,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,1,0,317172434,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,A4,A4-C2-MULTI-HARD-VOTE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,1,0,317172434,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,A4,A4-C3-MULTI-PROB-AVG,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,1,0,317172434,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,A4,A4-C0-CORE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,2,0,1954543931,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,A4,A4-C1-LONG-3P5S,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,2,0,1954543931,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,A4,A4-C2-MULTI-HARD-VOTE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,2,0,1954543931,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,A4,A4-C3-MULTI-PROB-AVG,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,2,0,1954543931,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03,A4,A4-C0-CORE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,3,0,1868462458,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03,A4,A4-C1-LONG-3P5S,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,3,0,1868462458,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03,A4,A4-C2-MULTI-HARD-VOTE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,3,0,1868462458,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03,A4,A4-C3-MULTI-PROB-AVG,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,3,0,1868462458,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04,A4,A4-C0-CORE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,4,0,1221326040,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04,A4,A4-C1-LONG-3P5S,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,4,0,1221326040,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04,A4,A4-C2-MULTI-HARD-VOTE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,4,0,1221326040,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04,A4,A4-C3-MULTI-PROB-AVG,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,4,0,1221326040,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C0-CORE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1189368229,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C1-LONG-3P5S,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1189368229,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C2-MULTI-HARD-VOTE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1189368229,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C3-MULTI-PROB-AVG,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1189368229,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,A4,A4-C0-CORE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,1,0,1379207380,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,A4,A4-C1-LONG-3P5S,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,1,0,1379207380,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,A4,A4-C2-MULTI-HARD-VOTE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,1,0,1379207380,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,A4,A4-C3-MULTI-PROB-AVG,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,1,0,1379207380,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,A4,A4-C0-CORE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,2,0,1995460890,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,A4,A4-C1-LONG-3P5S,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,2,0,1995460890,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,A4,A4-C2-MULTI-HARD-VOTE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,2,0,1995460890,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,A4,A4-C3-MULTI-PROB-AVG,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,2,0,1995460890,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03,A4,A4-C0-CORE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,3,0,838203998,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03,A4,A4-C1-LONG-3P5S,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,3,0,838203998,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03,A4,A4-C2-MULTI-HARD-VOTE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,3,0,838203998,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03,A4,A4-C3-MULTI-PROB-AVG,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,3,0,838203998,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04,A4,A4-C0-CORE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,4,0,202563104,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04,A4,A4-C1-LONG-3P5S,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,4,0,202563104,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04,A4,A4-C2-MULTI-HARD-VOTE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,4,0,202563104,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04,A4,A4-C3-MULTI-PROB-AVG,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,4,0,202563104,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-Lee2019_MI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER00,A4,A4-C4-MODEL-HARD-VOTE,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,FIXED_MODEL_ENSEMBLE,PRE_RESULT_ROLE_MEMBERSHIP,P02-A4-REPRESENTATIVE-SELECTION-R3 + deterministic ensemble pairing; index >= R -> explicit NOT_APPLICABLE_REPEAT_SLOT,0,0,1100338541,MODEL_INIT,MATCHED_STRONGEST_VALIDATION_SELECTED_CONSTITUENT_AND_CORE,18,G18,True,True
P02-A4-Lee2019_MI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER00,A4,A4-C5-MODEL-PROB-AVG,Lee2019_MI,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,FIXED_MODEL_ENSEMBLE,PRE_RESULT_ROLE_MEMBERSHIP,P02-A4-REPRESENTATIVE-SELECTION-R3 + deterministic ensemble pairing; index >= R -> explicit NOT_APPLICABLE_REPEAT_SLOT,0,0,1100338541,MODEL_INIT,MATCHED_STRONGEST_VALIDATION_SELECTED_CONSTITUENT_AND_CORE,18,G18,True,True
