source_path,source_sha256,source_bytes,source_role,classification,destination_path,transformation,reason,consumers,validation
reports/protocol_v1/phase_0_protocol_v1_final_audit_handoff_R2.yaml,223fec76a2916a3132b5640c43475669840a9a8ceafe74184d185ef39da16551,5280,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1/phase_0_protocol_v1_handoff_R1.yaml,b8a746522a04bfaff94e73df496d3892cd62a86544db64dd5fba5583dc042911,3422,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1/protocol_local_execution_report_R1.json,7e2b078f0a30841e20b76a581c5effdc69c806d82c938fcc08f56b7756e93fb0,3826,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/IHARQ_Protocol_v1_0_Final_Independent_Audit_Report_R2.docx,7e9870e77d475c38e8c4443e89844f9116bbe51ca10c400700150ec17a4af0fa,49688,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_GENERATED_FORMAT,,COPIED_BYTE_IDENTICAL,Duplicate generated format omitted because Markdown/current source controls,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/IHARQ_Protocol_v1_0_Final_Independent_Audit_Report_R2.md,43ad5b04ac5aff825cf30ed36ae8a8f8ed636f0ff5a3a51a5717a5a04ea29ff7,23833,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/01_static_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/01_static_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/01_static_stdout.log,9910ab732ad2c746d90f6daf8e0881e8d616094b65a10722872bb0497ef546cc,213,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/02_pytest_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/02_pytest_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/02_pytest_stdout.log,1dd36d3ec8d0809e3c3125a422259258ea311187560bb1008d8d5b2f19ffb231,180,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/03_conformance_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/03_conformance_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/03_conformance_stdout.log,768a0f64cb28257d38b478addb76e9aab5f51ef005ddc164ba37489a918435af,164,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/04_audit1_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/04_audit1_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/04_audit1_stdout.log,716de4319b9c4eb84935e00a68fbeb09fc8f034abd48d8dd259083b59d52a4d4,1050,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/05_audit2_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/05_audit2_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/05_audit2_stdout.log,cc7bd709e385e4d19db03b446799bea91cd117f0c6ab40a1e12e82c188fd0e09,1367,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/06_audit3_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/06_audit3_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/06_audit3_stdout.log,e23a0f6532bf3822445a9557c251f5258ff45050c1b01f33f109c9c1fed59a01,1755,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/07_final_impl_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/07_final_impl_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/07_final_impl_stdout.log,a321f48da26f904c76ec632499638d4c9cfed0cfb6a33f71b41e1177bc75d7c1,931,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/08_local_first_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/08_local_first_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/08_local_first_stdout.log,520c3a491e12c923cb402ec38f063df0e3dbe3eca391e751c79188c602727716,790,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/09_protocol_validation_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/09_protocol_validation_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/09_protocol_validation_stdout.log,4ad4a9cfa5763e61284ffc58b827ca416a9d639f8a8116d813c3c1c28f669466,266,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/10_protocol_final_audit_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/10_protocol_final_audit_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/10_protocol_final_audit_stdout.log,17911e865fc9ff6a628d62cf23e1bfd6a9f162c6ea6be8528f31f973fe8e6e2d,542,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/11_cli_validate_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/11_cli_validate_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/11_cli_validate_stdout.log,36db8a0f238df714328b4a19bb216b360cbab38d4462f58c810cbe2b278ac31b,82,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/12_cli_smoke_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/12_cli_smoke_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/12_cli_smoke_stdout.log,1e4d2997531ee0cc9083ad24aaab0e34f47c5882df0d918f8a1c7af415e32813,76,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/13_cli_real_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/13_cli_real_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/13_cli_real_stdout.log,ff2e2cd1c0ac414b4cf940d9f4cd422feddd79e16fb7f22e1aacdbb457729943,75,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/14_manifest_regen_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/14_manifest_regen_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/14_manifest_regen_stdout.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/15_manifest_check_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/15_manifest_check_stdout.log,a8758547973eb1075055ee59872455121550fe78a05ff6ef90e3a68241a064e7,312,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/execution/manifest_diff.json,a8758547973eb1075055ee59872455121550fe78a05ff6ef90e3a68241a064e7,312,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/failed_evidence/pytest_round1_placeholder_false_positive.txt,5eb03e7e6a35f4699cc34b899a25a2d13610250ac972c570bec4a3648b444034,283,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/protocol_v1_final_audit/failed_evidence/pytest_round2_stale_readme_pointer.txt,4ff0992d6ce00b45f356387f2365f14f95b4d03ed622611106f656e214342c19,282,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
requirements-lock.sha256,0e1a7bbf674bc02dd95e031357e748019beb1363fe2d33b162222ea2b9345251,88,PROJECT_METADATA_OR_OTHER,MAIN_TREE_DIRECT,requirements-lock.sha256,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
requirements-lock.txt,8fab10096dc1ad278fbb0a5ea7b9034dcd4122a85b4081684f58ef0adcb5343a,662,PROJECT_METADATA_OR_OTHER,MAIN_TREE_DIRECT,requirements-lock.txt,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
runs/.gitkeep,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,PROJECT_METADATA_OR_OTHER,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
schemas/manifests/ArtifactPointerRecord.schema.json,98adfda32aa8d118640ca89fec4c5250236877a37b0ac694539dd56c76a6f9d9,829,SCHEMA,MAIN_TREE_DIRECT,schemas/manifests/ArtifactPointerRecord.schema.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
schemas/manifests/PhaseHandoffContract.schema.json,f6ac1707561511440e0cf5c083855ef8027b5ee850852c2b4ea5d79a1d25d287,962,SCHEMA,MAIN_TREE_DIRECT,schemas/manifests/PhaseHandoffContract.schema.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
schemas/manifests/PhaseInputContract.schema.json,741c378d934339792549bb778642cc77cf83580e1963eefd32687e2b2b3e990f,707,SCHEMA,MAIN_TREE_DIRECT,schemas/manifests/PhaseInputContract.schema.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
schemas/manifests/PhaseOutputContract.schema.json,5858b41140d4760d591fa9289d176f13d5d6145c91553ca086f5bd7773990f3a,866,SCHEMA,MAIN_TREE_DIRECT,schemas/manifests/PhaseOutputContract.schema.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
schemas/manifests/PhaseRunManifest.schema.json,1a0c5bf03f26f1d46303aaae378fbd87b29a593d5aae92df802199240532bf80,1074,SCHEMA,MAIN_TREE_DIRECT,schemas/manifests/PhaseRunManifest.schema.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
schemas/manifests/ValidationEvidenceManifest.schema.json,bb02dead636d251604a5392ff7bf43fc542b4183334d7a2d1df92af7681fc263,1038,SCHEMA,MAIN_TREE_DIRECT,schemas/manifests/ValidationEvidenceManifest.schema.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
schemas/records/ArtifactFlagRecord.schema.json,39a304222ad47394f379528109c9605923d0eb251ecebff1e40354d929e9e5c2,2575,SCHEMA,MAIN_TREE_DIRECT,schemas/records/ArtifactFlagRecord.schema.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
schemas/records/BaselineMetricRecord.schema.json,d1f5d993ebd1a93a7d0f5271d74e010f040b44e299ab43fdc839ada76ac8cd4d,2717,SCHEMA,MAIN_TREE_DIRECT,schemas/records/BaselineMetricRecord.schema.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
schemas/records/CalibrationDashboardMetricRecord.schema.json,e5d6f7b340ad9a5062353b7cd242bda42be530b00ff14cb7149260f4fa99048a,3066,SCHEMA,MAIN_TREE_DIRECT,schemas/records/CalibrationDashboardMetricRecord.schema.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
schemas/records/CalibrationEligibilityTable.schema.json,79ab8f8aabffa0f55b727e92afd8cf293de7c3d1a0f4dfa91ddcda03a9fc1108,2866,SCHEMA,MAIN_TREE_DIRECT,schemas/records/CalibrationEligibilityTable.schema.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
schemas/records/CalibrationRecord.schema.json,ca59ff6d46de0f5b93f87c1e06ed091064ef68d7552b4417ef481cacc65bef01,2815,SCHEMA,MAIN_TREE_DIRECT,schemas/records/CalibrationRecord.schema.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
schemas/records/CardDefinition.schema.json,64b2f8ba1db1372b54a4d6d6897214c42a25c2a39c1ad2f624504077b0e260c7,2765,SCHEMA,MAIN_TREE_DIRECT,schemas/records/CardDefinition.schema.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
schemas/records/CardRecord.schema.json,a0e6ce4adf6b3b515dfd25f9af7a4fac2e4de33fac17b5bb057181f51c1947d7,3495,SCHEMA,MAIN_TREE_DIRECT,schemas/records/CardRecord.schema.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
schemas/records/CheckpointRecord.schema.json,34b04a8464fa0fb00b940d933cd7e4e43b89bddf007a212f4c318a633295d9fd,2599,SCHEMA,MAIN_TREE_DIRECT,schemas/records/CheckpointRecord.schema.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
schemas/records/ClaimEvidenceManifest.schema.json,7f1730dc2519fc9b2eb98f7cea050e790158cdf86583cb366467e2ee60b0a99f,2618,SCHEMA,MAIN_TREE_DIRECT,schemas/records/ClaimEvidenceManifest.schema.json,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
